"W1000T","UAA","WineShare","res","x","y"
0,1500,0,5000,3810,2435
0,1400,0,5000,3815,2435
0,1300,0,5000,3830,2435
0,1300,0,5000,3835,2435
200,1800,0.11,5000,4180,2435
400,1700,0.24,5000,4185,2435
240,1100,0.22,5000,4190,2435
50,1100,0.05,5000,4195,2435
800,1500,0.53,5000,4260,2435
1200,2000,0.6,5000,4265,2435
230,1200,0.19,5000,4270,2435
70,1300,0.05,5000,4275,2435
50,1500,0.03,5000,5330,2435
30,4000,0.01,5000,5335,2435
20,1300,0.02,5000,5340,2435
40,1400,0.03,5000,5345,2435
30,2400,0.01,5000,5350,2435
20,2400,0.01,5000,5355,2435
30,2800,0.01,5000,5360,2435
70,1400,0.05,5000,5365,2435
120,3000,0.04,5000,5370,2435
80,1700,0.05,5000,5375,2435
80,2400,0.03,5000,5380,2435
10,2500,0,5000,5385,2435
20,1700,0.01,5000,5420,2435
10,800,0.01,5000,5425,2435
20,1000,0.02,5000,5430,2435
20,1200,0.02,5000,5435,2435
20,1500,0.01,5000,5440,2435
20,2500,0.01,5000,5445,2435
10,2300,0,5000,5450,2435
0,700,0,5000,5455,2435
20,2200,0.01,5000,5460,2435
30,1400,0.02,5000,5465,2435
10,2000,0,5000,5470,2435
10,1600,0.01,5000,5475,2435
NA,NA,NA,5000,5800,2435
0,1400,0,5000,3810,2430
0,1100,0,5000,3815,2430
0,2800,0,5000,3830,2430
0,2200,0,5000,3835,2430
50,1300,0.04,5000,4180,2430
190,1400,0.14,5000,4185,2430
120,800,0.15,5000,4190,2430
80,1100,0.07,5000,4195,2430
1100,1500,0.73,5000,4260,2430
1500,1900,0.79,5000,4265,2430
1200,1700,0.71,5000,4270,2430
160,2200,0.07,5000,4275,2430
50,1000,0.05,5000,5330,2430
30,2100,0.01,5000,5335,2430
20,1100,0.02,5000,5340,2430
50,1600,0.03,5000,5345,2430
70,2700,0.03,5000,5350,2430
20,1400,0.01,5000,5355,2430
50,5000,0.01,5000,5360,2430
40,3000,0.01,5000,5365,2430
150,2700,0.06,5000,5370,2430
90,1900,0.05,5000,5375,2430
50,1900,0.03,5000,5380,2430
40,2700,0.01,5000,5385,2430
10,2900,0,5000,5420,2430
0,300,0,5000,5425,2430
20,1700,0.01,5000,5430,2430
10,1600,0.01,5000,5440,2430
40,1700,0.02,5000,5445,2430
10,7000,0,5000,5450,2430
0,600,0,5000,5455,2430
10,2000,0,5000,5460,2430
10,1400,0.01,5000,5465,2430
30,1500,0.02,5000,5470,2430
20,3000,0.01,5000,5475,2430
0,1100,0,5000,3830,2425
0,1000,0,5000,3835,2425
20,900,0.02,5000,4160,2425
20,500,0.04,5000,4165,2425
90,800,0.11,5000,4240,2425
500,1100,0.45,5000,4245,2425
600,1200,0.5,5000,4250,2425
800,1300,0.62,5000,4255,2425
600,1200,0.5,5000,4260,2425
1700,2300,0.74,5000,4265,2425
20,2300,0.01,5000,4360,2425
20,1700,0.01,5000,4365,2425
10,1700,0.01,5000,5360,2425
10,6000,0,5000,5365,2425
50,2200,0.02,5000,5370,2425
50,1100,0.05,5000,5375,2425
110,1500,0.07,5000,5380,2425
70,1300,0.05,5000,5385,2425
30,2200,0.01,5000,5390,2425
10,2000,0,5000,5395,2425
10,400,0.03,5000,5400,2425
0,1000,0,5000,5405,2425
10,1100,0.01,5000,5440,2425
10,900,0.01,5000,5445,2425
10,2100,0,5000,5450,2425
10,2700,0,5000,5455,2425
20,2100,0.01,5000,5460,2425
10,1800,0.01,5000,5465,2425
10,2300,0,5000,5470,2425
0,3000,0,5000,5475,2425
0,1700,0,5000,3830,2420
0,1300,0,5000,3835,2420
10,900,0.01,5000,4160,2420
20,800,0.03,5000,4165,2420
130,2100,0.06,5000,4240,2420
80,400,0.2,5000,4245,2420
70,600,0.12,5000,4250,2420
100,600,0.17,5000,4255,2420
280,1000,0.28,5000,4260,2420
200,1900,0.11,5000,4265,2420
40,2000,0.02,5000,4360,2420
60,1200,0.05,5000,4365,2420
140,1200,0.12,5000,5360,2420
0,3000,0,5000,5365,2420
90,3000,0.03,5000,5370,2420
30,4000,0.01,5000,5375,2420
30,1400,0.02,5000,5380,2420
20,1400,0.01,5000,5385,2420
20,1000,0.02,5000,5390,2420
10,3000,0,5000,5395,2420
0,6000,0,5000,5400,2420
20,1700,0.01,5000,5405,2420
40,2100,0.02,5000,5440,2420
30,1700,0.02,5000,5445,2420
30,1900,0.02,5000,5450,2420
30,1800,0.02,5000,5455,2420
20,1100,0.02,5000,5460,2420
10,1300,0.01,5000,5465,2420
30,2200,0.01,5000,5470,2420
0,2000,0,5000,5475,2420
0,170,0,5000,3045,2415
0,200,0,5000,3050,2415
60,400,0.15,5000,4160,2415
180,1800,0.1,5000,4165,2415
20,1100,0.02,5000,4170,2415
160,900,0.18,5000,4175,2415
70,1300,0.05,5000,4180,2415
10,400,0.03,5000,4185,2415
90,500,0.18,5000,4240,2415
10,900,0.01,5000,4245,2415
10,1500,0.01,5000,4360,2415
20,1200,0.02,5000,4365,2415
170,1100,0.15,5000,4380,2415
160,1500,0.11,5000,4385,2415
70,700,0.1,5000,4390,2415
110,1200,0.09,5000,4395,2415
70,1800,0.04,5000,4400,2415
70,2000,0.04,5000,4405,2415
30,2200,0.01,5000,4410,2415
10,1500,0.01,5000,4415,2415
10,1800,0.01,5000,5380,2415
110,1900,0.06,5000,5385,2415
20,1700,0.01,5000,5390,2415
0,1300,0,5000,5395,2415
10,1200,0.01,5000,5430,2415
10,800,0.01,5000,5435,2415
10,600,0.02,5000,5440,2415
10,2600,0,5000,5445,2415
40,4000,0.01,5000,5450,2415
60,2300,0.03,5000,5455,2415
20,2000,0.01,5000,5460,2415
30,2000,0.01,5000,5465,2415
20,1600,0.01,5000,5470,2415
10,1700,0.01,5000,5475,2415
0,50,0,5000,3030,2410
0,90,0,5000,3035,2410
0,250,0,5000,3040,2410
0,1500,0,5000,3045,2410
0,1300,0,5000,3050,2410
700,1200,0.58,5000,4160,2410
400,1700,0.24,5000,4165,2410
260,1200,0.22,5000,4170,2410
500,1500,0.33,5000,4175,2410
600,1400,0.43,5000,4180,2410
300,800,0.38,5000,4185,2410
30,800,0.04,5000,4240,2410
10,230,0.04,5000,4245,2410
30,1600,0.02,5000,4360,2410
10,1100,0.01,5000,4365,2410
800,2100,0.38,5000,4380,2410
400,1700,0.24,5000,4385,2410
260,1400,0.19,5000,4390,2410
260,900,0.29,5000,4395,2410
150,1700,0.09,5000,4400,2410
130,1700,0.08,5000,4405,2410
50,2500,0.02,5000,4410,2410
10,1200,0.01,5000,4415,2410
10,1500,0.01,5000,5380,2410
20,1900,0.01,5000,5385,2410
10,2400,0,5000,5390,2410
0,1900,0,5000,5395,2410
10,800,0.01,5000,5430,2410
40,3000,0.01,5000,5435,2410
10,1700,0.01,5000,5440,2410
50,1200,0.04,5000,5445,2410
50,600,0.08,5000,5450,2410
100,1000,0.1,5000,5455,2410
20,2600,0.01,5000,5460,2410
30,2900,0.01,5000,5465,2410
10,1700,0.01,5000,5470,2410
0,6000,0,5000,5475,2410
0,300,0,5000,3000,2405
0,800,0,5000,3005,2405
0,500,0,5000,3010,2405
0,400,0,5000,3015,2405
0,300,0,5000,3020,2405
0,500,0,5000,3025,2405
0,500,0,5000,3030,2405
0,800,0,5000,3035,2405
0,600,0,5000,3040,2405
0,1000,0,5000,3045,2405
0,1100,0,5000,3050,2405
0,500,0,5000,3055,2405
400,1100,0.36,5000,4160,2405
300,1900,0.16,5000,4165,2405
400,1000,0.4,5000,4170,2405
1200,1900,0.63,5000,4175,2405
700,1200,0.58,5000,4180,2405
600,1300,0.46,5000,4185,2405
1100,1800,0.61,5000,4190,2405
800,1100,0.73,5000,4195,2405
10,1100,0.01,5000,4350,2405
20,1600,0.01,5000,4355,2405
10,1700,0.01,5000,4360,2405
70,1000,0.07,5000,4365,2405
200,1200,0.17,5000,4370,2405
240,1600,0.15,5000,4375,2405
800,2200,0.36,5000,4380,2405
500,1200,0.42,5000,4385,2405
500,2700,0.19,5000,4390,2405
220,1200,0.18,5000,4395,2405
260,1500,0.17,5000,4400,2405
190,1300,0.15,5000,4405,2405
0,2700,0,5000,4420,2405
0,1500,0,5000,4425,2405
20,4000,0,5000,5360,2405
30,1900,0.02,5000,5365,2405
30,2300,0.01,5000,5370,2405
20,1300,0.02,5000,5375,2405
0,900,0,5000,5430,2405
10,600,0.02,5000,5435,2405
40,800,0.05,5000,5440,2405
20,260,0.08,5000,5445,2405
180,6000,0.03,5000,5450,2405
150,1500,0.1,5000,5455,2405
80,2400,0.03,5000,5460,2405
30,2700,0.01,5000,5465,2405
0,700,0,5000,3000,2400
0,500,0,5000,3005,2400
0,500,0,5000,3010,2400
0,400,0,5000,3015,2400
0,600,0,5000,3020,2400
0,500,0,5000,3025,2400
0,700,0,5000,3030,2400
0,500,0,5000,3035,2400
0,900,0,5000,3040,2400
0,500,0,5000,3045,2400
0,900,0,5000,3050,2400
0,500,0,5000,3055,2400
0,230,0,5000,3060,2400
0,200,0,5000,3065,2400
400,1800,0.22,5000,4160,2400
1100,1900,0.58,5000,4165,2400
700,1200,0.58,5000,4170,2400
1400,1600,0.88,5000,4175,2400
1300,1600,0.81,5000,4180,2400
800,1300,0.62,5000,4185,2400
900,1200,0.75,5000,4190,2400
1400,1600,0.88,5000,4195,2400
10,1700,0.01,5000,4350,2400
190,2000,0.1,5000,4355,2400
40,1100,0.04,5000,4360,2400
190,1000,0.19,5000,4365,2400
120,1300,0.09,5000,4370,2400
300,1600,0.19,5000,4375,2400
800,2400,0.33,5000,4380,2400
300,1200,0.25,5000,4385,2400
400,1700,0.24,5000,4390,2400
500,1500,0.33,5000,4395,2400
300,2200,0.14,5000,4400,2400
120,1800,0.07,5000,4405,2400
10,2900,0,5000,4420,2400
0,1400,0,5000,4425,2400
30,1000,0.03,5000,5360,2400
30,1000,0.03,5000,5370,2400
0,2100,0,5000,5375,2400
30,2400,0.01,5000,5430,2400
30,2100,0.01,5000,5435,2400
60,1100,0.05,5000,5440,2400
60,1800,0.03,5000,5445,2400
70,900,0.08,5000,5450,2400
100,1500,0.07,5000,5455,2400
30,1300,0.02,5000,5460,2400
20,3000,0.01,5000,5465,2400
40,100,0.4,5000,3860,2395
140,210,0.67,5000,3865,2395
800,1800,0.44,5000,4160,2395
800,1500,0.53,5000,4165,2395
900,1500,0.6,5000,4170,2395
800,1200,0.67,5000,4175,2395
500,800,0.62,5000,4180,2395
400,800,0.5,5000,4185,2395
400,900,0.44,5000,4190,2395
400,1100,0.36,5000,4195,2395
80,1400,0.06,5000,4360,2395
110,1300,0.08,5000,4365,2395
230,4000,0.06,5000,4370,2395
270,1400,0.19,5000,4375,2395
400,1800,0.22,5000,4380,2395
300,1400,0.21,5000,4385,2395
80,900,0.09,5000,4390,2395
100,2300,0.04,5000,4395,2395
170,2000,0.09,5000,4400,2395
30,1300,0.02,5000,4405,2395
400,800,0.5,5000,3860,2390
70,500,0.14,5000,3865,2390
900,1400,0.64,5000,4160,2390
80,1000,0.08,5000,4165,2390
90,600,0.15,5000,4170,2390
260,800,0.32,5000,4175,2390
210,800,0.26,5000,4180,2390
240,900,0.27,5000,4185,2390
20,500,0.04,5000,4190,2390
90,600,0.15,5000,4195,2390
30,2000,0.01,5000,4360,2390
180,1100,0.16,5000,4365,2390
210,1800,0.12,5000,4370,2390
400,2400,0.17,5000,4375,2390
170,1300,0.13,5000,4380,2390
60,900,0.07,5000,4385,2390
180,1900,0.09,5000,4390,2390
110,1800,0.06,5000,4395,2390
50,1400,0.04,5000,4400,2390
140,2000,0.07,5000,4405,2390
110,800,0.14,5000,4380,2385
230,2100,0.11,5000,4385,2385
120,1100,0.11,5000,4390,2385
100,1600,0.06,5000,4395,2385
50,1800,0.03,5000,4400,2385
190,1200,0.16,5000,4405,2385
220,2900,0.08,5000,4410,2385
30,2000,0.01,5000,4415,2385
0,260,0,5000,1280,2380
70,900,0.08,5000,4380,2380
150,1100,0.14,5000,4385,2380
250,1700,0.15,5000,4390,2380
150,1600,0.09,5000,4395,2380
110,3000,0.04,5000,4400,2380
120,1100,0.11,5000,4405,2380
90,1200,0.07,5000,4410,2380
40,1800,0.02,5000,4415,2380
0,280,0,5000,2820,2375
10,1100,0.01,5000,2825,2375
0,900,0,5000,2830,2375
0,300,0,5000,2835,2375
0,700,0,5000,3120,2375
0,90,0,5000,3125,2375
0,1200,0,5000,3700,2375
0,1600,0,5000,3705,2375
0,1500,0,5000,3710,2375
0,1800,0,5000,3715,2375
160,800,0.2,5000,3910,2375
600,1000,0.6,5000,3915,2375
80,1200,0.07,5000,4150,2375
190,900,0.21,5000,4155,2375
130,900,0.14,5000,4390,2375
400,1700,0.24,5000,4395,2375
80,1600,0.05,5000,4400,2375
160,1700,0.09,5000,4405,2375
90,1000,0.09,5000,4410,2375
110,1300,0.08,5000,4415,2375
40,1000,0.04,5000,4420,2375
400,14000,0.03,5000,4425,2375
70,1000,0.07,5000,4460,2375
220,4000,0.06,5000,4465,2375
230,1800,0.13,5000,4470,2375
400,2000,0.2,5000,4475,2375
600,2700,0.22,5000,4480,2375
280,5000,0.06,5000,4485,2375
90,2000,0.04,5000,4490,2375
10,600,0.02,5000,2820,2370
20,500,0.04,5000,2825,2370
10,700,0.01,5000,2830,2370
0,400,0,5000,2835,2370
0,110,0,5000,3120,2370
0,7000,0,5000,3125,2370
0,400,0,5000,3130,2370
0,60,0,5000,3135,2370
0,1700,0,5000,3700,2370
0,1100,0,5000,3705,2370
0,1900,0,5000,3710,2370
0,800,0,5000,3715,2370
500,1100,0.45,5000,3910,2370
900,1500,0.6,5000,3915,2370
50,1200,0.04,5000,4150,2370
30,500,0.06,5000,4155,2370
40,900,0.04,5000,4390,2370
70,900,0.08,5000,4395,2370
90,900,0.1,5000,4400,2370
200,1100,0.18,5000,4405,2370
50,800,0.06,5000,4410,2370
60,300,0.2,5000,4415,2370
40,600,0.07,5000,4420,2370
30,600,0.05,5000,4425,2370
70,1600,0.04,5000,4460,2370
190,2100,0.09,5000,4465,2370
500,1700,0.29,5000,4470,2370
600,1700,0.35,5000,4475,2370
300,2000,0.15,5000,4480,2370
290,2900,0.1,5000,4485,2370
70,1000,0.07,5000,4490,2370
100,1100,0.09,5000,4495,2370
10,70,0.14,5000,2800,2365
20,140,0.14,5000,2805,2365
20,500,0.04,5000,2810,2365
20,900,0.02,5000,2815,2365
80,400,0.2,5000,2820,2365
80,500,0.16,5000,2825,2365
0,700,0,5000,3140,2365
0,1000,0,5000,3145,2365
0,220,0,5000,3150,2365
0,400,0,5000,3155,2365
700,1700,0.41,5000,3530,2365
600,3000,0.2,5000,3535,2365
0,1300,0,5000,3700,2365
0,2100,0,5000,3705,2365
0,600,0,5000,3710,2365
0,2400,0,5000,3715,2365
300,600,0.5,5000,3900,2365
1000,1200,0.83,5000,3905,2365
1300,1500,0.87,5000,3910,2365
1500,1800,0.83,5000,3915,2365
400,1800,0.22,5000,4450,2365
400,2200,0.18,5000,4455,2365
400,1700,0.24,5000,4460,2365
700,2400,0.29,5000,4465,2365
1000,2900,0.34,5000,4470,2365
700,2700,0.26,5000,4475,2365
400,1500,0.27,5000,4480,2365
190,2100,0.09,5000,4485,2365
60,1100,0.05,5000,4490,2365
300,9000,0.03,5000,4495,2365
NA,NA,NA,5000,1300,2360
10,70,0.14,5000,2800,2360
10,90,0.11,5000,2805,2360
10,400,0.03,5000,2810,2360
30,1100,0.03,5000,2815,2360
0,500,0,5000,2820,2360
10,500,0.02,5000,2825,2360
0,500,0,5000,3140,2360
0,1200,0,5000,3145,2360
0,1100,0,5000,3150,2360
0,1300,0,5000,3155,2360
300,600,0.5,5000,3530,2360
600,1500,0.4,5000,3535,2360
0,1700,0,5000,3700,2360
0,1800,0,5000,3705,2360
0,1500,0,5000,3710,2360
0,2200,0,5000,3715,2360
170,240,0.71,5000,3900,2360
800,1000,0.8,5000,3905,2360
1700,1800,0.94,5000,3910,2360
1500,1600,0.94,5000,3915,2360
180,900,0.2,5000,4450,2360
500,4000,0.12,5000,4455,2360
400,1500,0.27,5000,4460,2360
500,1400,0.36,5000,4465,2360
600,1400,0.43,5000,4470,2360
400,2500,0.16,5000,4475,2360
500,2400,0.21,5000,4480,2360
150,900,0.17,5000,4485,2360
90,2100,0.04,5000,4490,2360
20,1100,0.02,5000,4495,2360
NA,NA,NA,5000,1280,2355
0,500,0,5000,1285,2355
NA,NA,NA,5000,2780,2355
40,80,0.5,5000,2785,2355
30,70,0.43,5000,2790,2355
50,90,0.56,5000,2795,2355
50,280,0.18,5000,2800,2355
10,80,0.12,5000,2805,2355
300,1300,0.23,5000,3510,2355
700,2200,0.32,5000,3515,2355
260,900,0.29,5000,3540,2355
210,1700,0.12,5000,3545,2355
240,1600,0.15,5000,3670,2355
400,1400,0.29,5000,3675,2355
400,700,0.57,5000,3880,2355
800,900,0.89,5000,3885,2355
700,900,0.78,5000,3890,2355
300,600,0.5,5000,3895,2355
400,1200,0.33,5000,3900,2355
400,700,0.57,5000,3905,2355
700,800,0.88,5000,3910,2355
1300,1300,1,5000,3915,2355
NA,NA,NA,5000,4200,2355
300,1800,0.17,5000,4450,2355
500,1100,0.45,5000,4455,2355
700,2000,0.35,5000,4460,2355
500,2000,0.25,5000,4465,2355
400,2000,0.2,5000,4470,2355
400,2100,0.19,5000,4475,2355
240,1300,0.18,5000,4480,2355
110,1700,0.06,5000,4485,2355
200,4000,0.05,5000,4490,2355
50,4000,0.01,5000,4495,2355
0,260,0,5000,4740,2355
10,600,0.02,5000,4745,2355
50,500,0.1,5000,4750,2355
NA,NA,NA,5000,5745,2355
140,170,0.82,5000,2785,2350
220,260,0.85,5000,2790,2350
150,230,0.65,5000,2795,2350
120,240,0.5,5000,2800,2350
20,260,0.08,5000,2805,2350
280,1600,0.17,5000,3510,2350
400,2500,0.16,5000,3515,2350
290,1400,0.21,5000,3540,2350
130,2200,0.06,5000,3545,2350
700,2200,0.32,5000,3670,2350
280,1300,0.22,5000,3675,2350
600,700,0.86,5000,3880,2350
1300,1600,0.81,5000,3885,2350
800,900,0.89,5000,3890,2350
190,400,0.48,5000,3895,2350
300,1200,0.25,5000,3900,2350
500,1200,0.42,5000,3905,2350
1500,4000,0.38,5000,3910,2350
2100,2200,0.95,5000,3915,2350
60,400,0.15,5000,4450,2350
270,1000,0.27,5000,4455,2350
300,1000,0.3,5000,4460,2350
300,1300,0.23,5000,4465,2350
700,4000,0.17,5000,4470,2350
400,1700,0.24,5000,4475,2350
210,1800,0.12,5000,4480,2350
250,1600,0.16,5000,4485,2350
110,1700,0.06,5000,4490,2350
80,2300,0.03,5000,4495,2350
NA,NA,NA,5000,4510,2350
10,400,0.03,5000,4745,2350
20,500,0.04,5000,4760,2350
120,2200,0.05,5000,5740,2350
150,2500,0.06,5000,5745,2350
10,30,0.33,5000,2780,2345
500,500,1,5000,2790,2345
130,250,0.52,5000,2795,2345
60,140,0.43,5000,2800,2345
20,200,0.1,5000,2805,2345
300,1400,0.21,5000,3900,2345
700,900,0.78,5000,3905,2345
500,1100,0.45,5000,3910,2345
1400,1900,0.74,5000,3915,2345
270,1200,0.22,5000,4460,2345
300,1200,0.25,5000,4465,2345
240,900,0.27,5000,4470,2345
400,1400,0.29,5000,4475,2345
20,1300,0.02,5000,4500,2345
10,1500,0.01,5000,4505,2345
0,240,0,5000,4510,2345
10,160,0.06,5000,4745,2345
30,60,0.5,5000,2780,2340
300,400,0.75,5000,2785,2340
60,100,0.6,5000,2790,2340
0,10,0,5000,2795,2340
0,20,0,5000,2800,2340
0,40,0,5000,2805,2340
500,700,0.71,5000,3900,2340
3000,3000,1,5000,3905,2340
600,2600,0.23,5000,3910,2340
290,1100,0.26,5000,3915,2340
60,600,0.1,5000,4460,2340
40,300,0.13,5000,4465,2340
150,800,0.19,5000,4470,2340
230,1500,0.15,5000,4475,2340
60,1700,0.04,5000,4500,2340
30,1800,0.02,5000,4505,2340
10,1000,0.01,5000,4510,2340
0,210,0,5000,4515,2340
30,400,0.07,5000,4770,2340
30,60,0.5,5000,2780,2335
60,80,0.75,5000,2785,2335
10,10,1,5000,2790,2335
60,150,0.4,5000,2795,2335
600,1800,0.33,5000,3840,2335
700,1200,0.58,5000,3845,2335
600,1000,0.6,5000,3850,2335
800,1500,0.53,5000,3855,2335
800,2100,0.38,5000,3860,2335
800,1700,0.47,5000,3865,2335
120,120,1,5000,3890,2335
1600,1700,0.94,5000,3895,2335
20,180,0.11,5000,4310,2335
20,160,0.12,5000,4315,2335
40,160,0.25,5000,4320,2335
NA,NA,NA,5000,4325,2335
70,600,0.12,5000,4480,2335
220,2200,0.1,5000,4485,2335
220,800,0.28,5000,4490,2335
130,1600,0.08,5000,4495,2335
210,2200,0.1,5000,4500,2335
40,1600,0.03,5000,4505,2335
20,700,0.03,5000,4760,2335
10,100,0.1,5000,4765,2335
10,300,0.03,5000,4770,2335
20,170,0.12,5000,4775,2335
10,250,0.04,5000,4785,2335
10,120,0.08,5000,4790,2335
NA,NA,NA,5000,2785,2330
20,40,0.5,5000,2790,2330
10,50,0.2,5000,2795,2330
150,500,0.3,5000,3840,2330
400,700,0.57,5000,3845,2330
210,500,0.42,5000,3850,2330
700,1200,0.58,5000,3855,2330
210,500,0.42,5000,3860,2330
400,1400,0.29,5000,3865,2330
700,700,1,5000,3890,2330
200,500,0.4,5000,3895,2330
10,140,0.07,5000,4310,2330
20,160,0.12,5000,4315,2330
80,400,0.2,5000,4320,2330
0,20,0,5000,4325,2330
80,700,0.11,5000,4480,2330
30,800,0.04,5000,4485,2330
10,400,0.03,5000,4490,2330
70,600,0.12,5000,4495,2330
160,700,0.23,5000,4500,2330
120,1600,0.07,5000,4505,2330
20,400,0.05,5000,4770,2330
0,500,0,5000,4785,2330
10,290,0.03,5000,4790,2330
180,600,0.3,5000,3840,2325
230,300,0.77,5000,3845,2325
500,800,0.62,5000,3880,2325
1000,1200,0.83,5000,3885,2325
140,700,0.2,5000,4320,2325
70,180,0.39,5000,4325,2325
20,400,0.05,5000,4500,2325
90,1800,0.05,5000,4505,2325
70,800,0.09,5000,4510,2325
130,900,0.14,5000,4515,2325
110,1000,0.11,5000,4520,2325
70,900,0.08,5000,4525,2325
20,300,0.07,5000,4530,2325
20,600,0.03,5000,4765,2325
30,400,0.07,5000,4780,2325
30,300,0.1,5000,4785,2325
0,60,0,5000,4790,2325
400,700,0.57,5000,3840,2320
300,600,0.5,5000,3845,2320
700,1500,0.47,5000,3880,2320
600,1200,0.5,5000,3885,2320
10,50,0.2,5000,4325,2320
NA,NA,NA,5000,4500,2320
20,2600,0.01,5000,4505,2320
10,500,0.02,5000,4510,2320
110,1000,0.11,5000,4515,2320
110,800,0.14,5000,4520,2320
280,1300,0.22,5000,4525,2320
120,1900,0.06,5000,4530,2320
10,280,0.04,5000,4535,2320
10,140,0.07,5000,4795,2320
10,30,0.33,5000,2790,2315
20,50,0.4,5000,2795,2315
10,140,0.07,5000,2800,2315
10,60,0.17,5000,2805,2315
10,60,0.17,5000,2830,2315
190,220,0.86,5000,2835,2315
120,210,0.57,5000,2840,2315
40,140,0.29,5000,2845,2315
30,120,0.25,5000,2850,2315
0,100,0,5000,2855,2315
500,700,0.71,5000,2950,2315
400,800,0.5,5000,2955,2315
280,500,0.56,5000,3830,2315
300,1900,0.16,5000,3835,2315
500,1000,0.5,5000,3840,2315
400,800,0.5,5000,3845,2315
150,1200,0.12,5000,3870,2315
600,1300,0.46,5000,3875,2315
400,800,0.5,5000,3930,2315
400,900,0.44,5000,3935,2315
10,500,0.02,5000,4390,2315
30,500,0.06,5000,4395,2315
130,1900,0.07,5000,4530,2315
80,1100,0.07,5000,4535,2315
50,1400,0.04,5000,4540,2315
30,900,0.03,5000,4545,2315
10,130,0.08,5000,4795,2315
0,400,0,5000,4815,2315
NA,NA,NA,5000,2775,2310
20,50,0.4,5000,2790,2310
10,30,0.33,5000,2795,2310
0,40,0,5000,2800,2310
20,70,0.29,5000,2805,2310
10,40,0.25,5000,2830,2310
300,300,1,5000,2835,2310
300,300,1,5000,2840,2310
150,150,1,5000,2845,2310
60,70,0.86,5000,2850,2310
40,290,0.14,5000,2855,2310
20,200,0.1,5000,2950,2310
20,600,0.03,5000,2955,2310
400,1000,0.4,5000,3830,2310
600,1200,0.5,5000,3835,2310
500,1500,0.33,5000,3840,2310
400,700,0.57,5000,3845,2310
400,1100,0.36,5000,3870,2310
500,900,0.56,5000,3875,2310
NA,NA,NA,5000,3930,2310
110,150,0.73,5000,3935,2310
20,1300,0.02,5000,4390,2310
10,2400,0,5000,4395,2310
10,1000,0.01,5000,4530,2310
20,1000,0.02,5000,4535,2310
10,1100,0.01,5000,4540,2310
20,600,0.03,5000,4545,2310
0,290,0,5000,4815,2310
10,60,0.17,5000,2780,2305
10,80,0.12,5000,2785,2305
60,300,0.2,5000,2790,2305
0,30,0,5000,2795,2305
60,280,0.21,5000,2800,2305
50,80,0.62,5000,2805,2305
20,190,0.11,5000,2820,2305
0,100,0,5000,2825,2305
40,60,0.67,5000,2830,2305
80,130,0.62,5000,2835,2305
20,30,0.67,5000,2930,2305
90,180,0.5,5000,2935,2305
110,700,0.16,5000,3780,2305
190,210,0.9,5000,3785,2305
600,900,0.67,5000,3790,2305
800,1000,0.8,5000,3795,2305
280,600,0.47,5000,3830,2305
400,1000,0.4,5000,3835,2305
700,900,0.78,5000,3840,2305
300,400,0.75,5000,3845,2305
500,600,0.83,5000,3850,2305
400,1300,0.31,5000,3855,2305
400,900,0.44,5000,3860,2305
500,1700,0.29,5000,3865,2305
280,1600,0.17,5000,3870,2305
290,1200,0.24,5000,3875,2305
300,800,0.38,5000,3950,2305
500,700,0.71,5000,3955,2305
10,230,0.04,5000,4150,2305
10,260,0.04,5000,4155,2305
80,500,0.16,5000,4360,2305
40,700,0.06,5000,4365,2305
60,600,0.1,5000,4370,2305
50,800,0.06,5000,4375,2305
10,1200,0.01,5000,4380,2305
20,800,0.03,5000,4385,2305
20,600,0.03,5000,4390,2305
90,1100,0.08,5000,4395,2305
10,1700,0.01,5000,4540,2305
20,1300,0.02,5000,4545,2305
10,400,0.03,5000,4550,2305
50,800,0.06,5000,4555,2305
10,500,0.02,5000,4815,2305
0,300,0,5000,5505,2305
0,120,0,5000,5510,2305
10,40,0.25,5000,2780,2300
0,60,0,5000,2785,2300
0,20,0,5000,2790,2300
10,30,0.33,5000,2795,2300
40,100,0.4,5000,2800,2300
20,70,0.29,5000,2805,2300
40,110,0.36,5000,2820,2300
20,50,0.4,5000,2825,2300
20,50,0.4,5000,2830,2300
0,60,0,5000,2835,2300
140,400,0.35,5000,2930,2300
70,110,0.64,5000,2935,2300
70,300,0.23,5000,3780,2300
240,600,0.4,5000,3785,2300
800,1200,0.67,5000,3790,2300
1100,1500,0.73,5000,3795,2300
500,1700,0.29,5000,3830,2300
400,1500,0.27,5000,3835,2300
400,1900,0.21,5000,3840,2300
170,900,0.19,5000,3845,2300
400,4000,0.1,5000,3850,2300
500,3000,0.17,5000,3855,2300
400,500,0.8,5000,3860,2300
900,2000,0.45,5000,3865,2300
300,4000,0.07,5000,3870,2300
0,1800,0,5000,3875,2300
500,1000,0.5,5000,3950,2300
700,1100,0.64,5000,3955,2300
70,1600,0.04,5000,4360,2300
60,800,0.07,5000,4365,2300
100,900,0.11,5000,4370,2300
50,1100,0.05,5000,4375,2300
0,1000,0,5000,4380,2300
50,700,0.07,5000,4385,2300
80,800,0.1,5000,4390,2300
60,500,0.12,5000,4395,2300
10,1300,0.01,5000,4540,2300
10,1100,0.01,5000,4545,2300
50,3000,0.02,5000,4550,2300
20,1200,0.02,5000,4555,2300
0,50,0,5000,4810,2300
10,30,0.33,5000,2780,2295
50,160,0.31,5000,2785,2295
